id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI_005846,Jorge Luis,Bernal,CE,469368897,1966-10-30,2026-03-13 10:28:35,STD,595.0,Bogotá,Cundinamarca,Activo,Web
CLI_005847,Wendolin,Gómez,CE,447190989,1995-08-15,2025-08-23 23:46:38,STD,850.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005848,Óliver,Sierra,CE,491115224,1996-07-20,2026-01-05 03:56:23,BAS,550.0,Buenos Aires,CABA,Activo,Web
CLI_005849,Edinson,Martínez,DNI,406889936,1982-03-11,2025-06-17 07:51:44,BAS,557.0,Ciudad de México,CDMX,Activo,App
CLI_005850,Maira,Martínez,CE,223346955,1979-08-31,2025-10-24 19:40:12,BAS,593.0,Lima,Lima,Activo,App
CLI_005851,Alberto,Medina,CC,522369902,1982-11-07,2025-07-28 18:05:44,BAS,674.0,Bogotá,Cundinamarca,Activo,App
CLI_005852,Oswaldo,Medina,CC,619340133,1998-08-10,2025-07-24 04:02:00,BAS,602.0,Buenos Aires,CABA,Activo,Referido
CLI_005853,Arturo,Pabón,CC,469048119,1992-01-22,2026-05-04 17:34:38,BAS,711.0,Lima,Lima,Activo,App
CLI_005854,Olga,Ulibarri,DNI,650144038,1960-02-08,2026-02-11 11:01:19,ELT,552.0,Lima,Lima,Activo,Campaña
CLI_005855,Pascual,Cedillo,CC,819759795,1983-03-05,2026-01-01 08:17:53,STD,511.0,Lima,Lima,Activo,App
CLI_005856,Cristina,Espinoza,DNI,125737589,1971-05-11,2026-05-22 19:06:26,STD,470.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005857,Juan Carlos,Beltrán,CC,733474904,1952-01-10,2026-05-07 18:01:52,STD,427.0,Ciudad de México,CDMX,Activo,App
CLI_005858,Hernán,Pacheco,CC,882884032,1971-07-11,2025-09-18 04:53:27,BAS,598.0,Ciudad de México,CDMX,Activo,Web
CLI_005859,Fernando,Ordóñez,CC,835188078,1954-02-22,2025-07-11 06:02:20,BAS,619.0,Santiago,Metropolitana,Activo,Web
CLI_005860,María Luisa,Orozco,CC,845598943,1996-12-07,2025-12-10 11:52:43,BAS,,Bogotá,Cundinamarca,Activo,Campaña
CLI_005861,Carlos,Cantillo,CE,511761763,1981-10-14,2026-05-27 17:45:45,BAS,774.0,Buenos Aires,CABA,Activo,Web
CLI_005862,Álvaro,Daza,CE,347668352,1959-11-27,2025-10-29 22:55:51,BAS,,Ciudad de México,CDMX,Activo,Campaña
CLI_005863,Andrés,Gurule,CC,393243474,1968-04-11,2025-11-13 16:23:29,BAS,616.0,Buenos Aires,CABA,Bloqueado,Web
CLI_005864,Benito,Pinto,DNI,168091227,1983-12-02,2025-12-23 19:10:23,BAS,470.0,Buenos Aires,CABA,Activo,App
CLI_005865,William,Restrepo,DNI,865925124,1990-12-11,2026-01-06 03:06:01,ELT,593.0,Bogotá,Cundinamarca,Activo,Referido
CLI_005866,Carmen,Daza,CE,116596363,2002-09-29,2025-11-28 06:06:44,STD,590.0,Santiago,Metropolitana,Inactivo,Web
CLI_005867,Barbara,Salazar,DNI,681443507,1978-06-28,2025-07-11 12:15:50,PRM,,Buenos Aires,CABA,Activo,Campaña
CLI_005868,Gabriel,Uribe,DNI,746152591,1954-10-11,2026-04-23 00:39:51,BAS,580.0,Santiago,Metropolitana,Activo,App
CLI_005869,Wendolin,Vaca,CE,22104620,1957-11-24,2026-05-08 12:13:26,BAS,584.0,Buenos Aires,CABA,Activo,Campaña
CLI_005870,René,Cárdenas,CC,949785703,1965-01-04,2026-04-28 11:22:37,PRM,611.0,Buenos Aires,CABA,Activo,App
CLI_005871,Irene,Córdova,CE,194531398,1975-12-19,2025-09-30 00:07:00,STD,586.0,Ciudad de México,CDMX,Activo,Referido
CLI_005872,Fernando,Tapia,DNI,843483778,1986-03-22,2025-12-13 13:42:36,BAS,670.0,Santiago,Metropolitana,Activo,Web
CLI_005873,Julián,Blanco,DNI,666213401,1980-10-26,2025-07-31 21:19:18,STD,686.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005874,René,Galván,DNI,76881577,1960-07-19,2025-06-04 06:10:57,STD,558.0,Bogotá,Cundinamarca,Activo,App
CLI_005875,Dalia,Gómez,DNI,287539193,1991-01-20,2026-01-26 22:19:39,BAS,777.0,Lima,Lima,Activo,Campaña
CLI_005876,Enrique,Zelaya,DNI,274874531,1983-10-16,2025-12-31 23:30:33,BAS,551.0,Lima,Lima,Activo,Referido
CLI_005877,Andrés,Hernández,DNI,691183509,1994-11-02,2025-12-27 09:34:44,BAS,488.0,Santiago,Metropolitana,Activo,App
CLI_005878,Indira,Rosero,DNI,41731661,1964-10-30,2025-08-24 02:24:18,BAS,688.0,Buenos Aires,CABA,Activo,Campaña
CLI_005879,Salvador,Uribe,DNI,521675488,1958-01-04,2025-09-24 14:14:52,STD,568.0,Buenos Aires,CABA,Activo,App
CLI_005880,Claudia,Rojas,CC,913944713,1988-10-15,2025-12-24 07:10:59,STD,682.0,Buenos Aires,CABA,Activo,Web
CLI_005881,Eugenio,Lara,DNI,999954134,1969-10-05,2026-05-25 04:53:22,STD,409.0,Lima,Lima,Activo,Web
CLI_005882,Bernardo,Salazar,DNI,543103782,1987-01-02,2025-11-10 10:32:32,BAS,789.0,Buenos Aires,CABA,Bloqueado,App
CLI_005883,Camilo,Barrios,CE,590370755,1966-02-02,2025-10-08 13:41:31,PRM,717.0,Lima,Lima,Activo,Campaña
CLI_005884,Eduardo,Nieto,CC,138249598,1955-10-01,2025-08-17 18:48:20,STD,499.0,Lima,Lima,Activo,Campaña
CLI_005885,Laura,Suárez,DNI,305862314,1960-09-08,2025-07-24 09:49:46,PRM,502.0,Buenos Aires,CABA,Activo,Web
CLI_005886,Eloisa,Cruz,CC,492736088,1960-12-21,2026-04-21 07:23:18,BAS,817.0,Buenos Aires,CABA,Activo,Referido
CLI_005887,Juliana,Malave,CE,476755996,1966-06-04,2026-02-08 03:43:43,BAS,576.0,Santiago,Metropolitana,Activo,App
CLI_005888,Oswaldo,Bernal,CE,777706820,1966-02-17,2026-05-24 21:49:06,PRM,566.0,Buenos Aires,CABA,Activo,App
CLI_005889,Alexis,Jiménez,CE,326004896,1977-07-08,2026-03-24 16:44:58,BAS,423.0,Santiago,Metropolitana,Activo,App
CLI_005890,Claudia,Urrutia,DNI,721036180,1978-02-23,2026-01-19 23:27:40,BAS,614.0,Santiago,Metropolitana,Activo,Web
CLI_005891,Myriam,Navarro,CC,292460419,1960-11-02,2025-10-01 18:13:27,BAS,627.0,Lima,Lima,Activo,Campaña
CLI_005892,Carlos,Castro,DNI,661870208,1959-10-13,2025-11-24 11:28:29,BAS,721.0,Ciudad de México,CDMX,Activo,Web
CLI_005893,Fidel,Gutiérrez,CE,56891799,1987-08-22,2026-03-07 01:59:39,BAS,510.0,Buenos Aires,CABA,Activo,Referido
CLI_005894,Miguel,Rojas,DNI,185708025,1960-06-26,2026-03-28 09:41:44,BAS,497.0,Ciudad de México,CDMX,Inactivo,Web
CLI_005895,Jorge Luis,Acevedo,DNI,244753486,1972-02-25,2026-01-03 08:31:56,ELT,695.0,Buenos Aires,CABA,Activo,Web
CLI_005896,Francisca,Bejarano,DNI,429056731,1977-05-17,2026-04-21 00:23:23,BAS,750.0,Buenos Aires,CABA,Activo,Referido
CLI_005897,Germán,Loaiza,CC,614512878,1996-08-23,2025-11-12 08:33:43,BAS,492.0,Santiago,Metropolitana,Activo,App
CLI_005898,Amanda,Yepes,CE,543904819,2003-08-19,2025-06-24 10:55:39,BAS,758.0,Santiago,Metropolitana,Activo,Referido
CLI_005899,Araceli,Santacruz,DNI,337927725,1965-07-03,2025-08-17 23:19:22,STD,653.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005900,Edilson,Romo,CC,705276946,1958-07-23,2025-07-27 13:38:09,BAS,759.0,Lima,Lima,Activo,App
CLI_005901,Adriana,Batista,CE,928427464,2004-12-05,2025-07-28 17:28:50,BAS,642.0,Santiago,Metropolitana,Activo,Campaña
CLI_005902,Luz,Galvis,DNI,983963833,1987-01-26,2025-06-30 07:25:20,PRM,397.0,Bogotá,Cundinamarca,Activo,App
CLI_005903,José María,Vargas,CE,341684902,1957-01-17,2025-11-14 20:59:49,BAS,634.0,Buenos Aires,CABA,Activo,Web
CLI_005904,Concepción,Solano,DNI,943390833,2003-05-20,2025-06-16 01:07:10,BAS,756.0,Santiago,Metropolitana,Activo,Campaña
CLI_005905,Judith,Rodríguez,CC,988537160,1985-02-01,2026-03-10 09:47:51,STD,560.0,Ciudad de México,CDMX,Activo,Web
CLI_005906,Francy,Murillo,DNI,553793126,1999-09-10,2025-10-10 23:51:46,PRM,611.0,Buenos Aires,CABA,Activo,Web
CLI_005907,Indira,Chávez,CC,127045484,1956-08-26,2025-06-22 22:36:26,BAS,632.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005908,Abel,Castellanos,DNI,490429102,1955-02-21,2026-01-08 04:35:37,BAS,360.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005909,Claudia,Angulo,CE,110079756,2003-03-23,2026-03-19 15:53:40,BAS,817.0,Bogotá,Cundinamarca,Activo,App
CLI_005910,Débora,Urrutia,CC,447169349,1987-06-23,2026-02-04 06:59:25,BAS,559.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005911,Mauricio,Hernández,CC,342979665,2001-12-16,2025-11-11 07:35:47,STD,700.0,Lima,Lima,Activo,Campaña
CLI_005912,Cristian,Mora,DNI,746388140,1999-10-01,2025-10-10 10:24:38,PRM,641.0,Santiago,Metropolitana,Activo,Referido
CLI_005913,Vicente,Lira,DNI,922436332,1959-12-05,2025-08-14 17:53:30,BAS,775.0,Santiago,Metropolitana,Activo,Campaña
CLI_005914,Marcela,Rodríguez,DNI,625268409,1966-07-24,2025-06-06 18:38:02,PRM,690.0,Lima,Lima,Activo,Campaña
CLI_005915,Carolina,Martínez,CE,349761421,1963-05-06,2025-10-12 08:21:49,STD,626.0,Buenos Aires,CABA,Activo,App
CLI_005916,Norma,Mena,CE,185718630,1983-12-29,2025-09-10 02:26:45,PRM,560.0,Lima,Lima,Inactivo,Web
CLI_005917,Alexander,Rojas,CE,303968749,1976-12-03,2026-03-24 04:52:53,STD,729.0,Bogotá,Cundinamarca,Activo,Web
CLI_005918,Rosalia,Anaya,DNI,541510338,1991-02-26,2026-01-30 13:43:30,BAS,462.0,Ciudad de México,CDMX,Activo,Referido
CLI_005919,Carlos,Orellana,DNI,764006705,1968-08-27,2025-08-28 06:14:56,BAS,714.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005920,Mercedes,Arevalo,DNI,67759315,1975-08-16,2026-05-23 21:04:36,BAS,540.0,Lima,Lima,Activo,Campaña
CLI_005921,Miguel,Mateo,DNI,304149110,1984-06-11,2025-11-24 11:29:26,PRM,775.0,Santiago,Metropolitana,Activo,Web
CLI_005922,Rebeca,Granado,DNI,863718745,1995-03-11,2026-02-12 21:35:34,BAS,666.0,Bogotá,Cundinamarca,Activo,App
CLI_005923,Jairo,Tamez,CE,610260728,2006-11-10,2025-06-09 11:02:02,BAS,,Buenos Aires,CABA,Bloqueado,Web
CLI_005924,David,Salazar,CE,692958601,1994-12-08,2026-01-11 20:06:47,BAS,658.0,Bogotá,Cundinamarca,Activo,Web
CLI_005925,Laura,Buitrago,DNI,514480211,1999-12-27,2025-11-12 12:54:00,PRM,474.0,Lima,Lima,Activo,Web
CLI_005926,Teresa,de la Torre,CC,377635611,1951-05-31,2025-09-19 08:48:12,STD,563.0,Bogotá,Cundinamarca,Activo,App
CLI_005927,Carmen,Chapa,DNI,290292028,1953-09-21,2025-10-19 10:55:18,BAS,717.0,Buenos Aires,CABA,Activo,Referido
CLI_005928,Néstor,Cedillo,DNI,168255556,1968-06-12,2026-05-13 12:15:34,ELT,666.0,Bogotá,Cundinamarca,Activo,Web
CLI_005929,Luz,Riascos,DNI,943260539,1970-06-11,2026-05-23 22:51:58,BAS,768.0,Bogotá,Cundinamarca,Activo,App
CLI_005930,Daniela,Lebrón,CC,797856235,1969-01-28,2025-11-08 22:31:29,BAS,690.0,Ciudad de México,CDMX,Activo,Referido
CLI_005931,Cristian,Gómez,DNI,814788900,1977-09-19,2025-09-01 16:22:45,STD,553.0,Santiago,Metropolitana,Activo,Referido
CLI_005932,Marco,Perdomo,CC,751923354,1992-05-04,2026-01-27 13:01:00,STD,,Santiago,Metropolitana,Activo,Web
CLI_005933,Mercedes,Londoño,CC,432463487,1977-01-10,2025-06-29 11:25:53,BAS,660.0,Bogotá,Cundinamarca,Activo,App
CLI_005934,Isabel,de la Rosa,DNI,552476058,1992-08-11,2025-10-03 00:25:37,STD,418.0,Santiago,Metropolitana,Activo,Campaña
CLI_005935,Mireya,Borrego,CC,486686048,2005-02-15,2025-06-21 03:16:15,BAS,817.0,Lima,Lima,Activo,App
CLI_005936,Cristina,Fernández,CE,728044486,1997-02-19,2026-02-03 22:53:12,BAS,694.0,Ciudad de México,CDMX,Activo,Web
CLI_005937,Teresa,Fuentes,CC,468930739,1986-06-13,2026-05-28 19:50:22,BAS,772.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005938,Claudia,Garrido,DNI,537302414,1979-03-18,2026-01-22 11:45:43,BAS,491.0,Lima,Lima,Activo,Web
CLI_005939,María,Ochoa,CE,541107025,1966-01-13,2025-11-19 05:45:25,STD,774.0,Buenos Aires,CABA,Activo,Web
CLI_005940,Carolina,Sánchez,CC,427474073,1983-07-02,2026-01-27 21:46:11,STD,850.0,Santiago,Metropolitana,Activo,Referido
CLI_005941,Inés,García,DNI,875971510,1977-09-01,2025-10-19 13:36:20,STD,517.0,Bogotá,Cundinamarca,Activo,Referido
CLI_005942,Janeth,Merino,CC,576192524,1989-08-12,2025-11-23 16:25:56,BAS,727.0,Buenos Aires,CABA,Activo,App
CLI_005943,Patricia,Puente,CC,348958278,1986-02-03,2025-07-10 01:44:30,STD,650.0,Lima,Lima,Activo,Web
CLI_005944,Nayeli,Hernández,DNI,902466733,1951-09-07,2025-12-05 01:31:13,STD,495.0,Santiago,Metropolitana,Activo,App
CLI_005945,Frida,García,CC,229879459,1996-04-10,2025-10-19 05:51:24,BAS,699.0,Ciudad de México,CDMX,Activo,Web
CLI_005946,Marisol,Soliz,DNI,330790412,1980-11-26,2025-06-28 15:56:19,STD,733.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005947,Neider,Gamez,DNI,111756411,1988-02-29,2026-05-08 16:52:42,PRM,589.0,Santiago,Metropolitana,Activo,App
CLI_005948,Mauricio,Olivo,CC,853849161,1967-01-22,2025-07-26 08:10:37,BAS,766.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005949,Zoé,Ballesteros,CE,963273286,2007-12-24,2025-09-28 11:53:53,STD,483.0,Buenos Aires,CABA,Activo,Campaña
CLI_005950,Óliver,Vargas,CC,693436173,1967-05-08,2025-06-22 21:41:47,BAS,500.0,Lima,Lima,Activo,App
CLI_005951,Zoé,Zedillo,CC,112600092,1953-07-25,2026-05-06 15:44:34,STD,663.0,Santiago,Metropolitana,Activo,Web
CLI_005952,Steven,Covarrubias,DNI,233546492,1955-06-23,2026-05-11 12:34:58,BAS,652.0,Santiago,Metropolitana,Activo,Web
CLI_005953,Linda,Vanegas,CE,735337441,1952-03-29,2026-03-03 07:35:23,STD,578.0,Santiago,Metropolitana,Activo,Web
CLI_005954,Julián,Moreno,DNI,666079556,1979-05-06,2025-08-09 12:16:11,BAS,730.0,Buenos Aires,CABA,Activo,App
CLI_005955,Myriam,Romero,DNI,289331167,1970-04-05,2026-03-18 01:14:39,STD,703.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005956,Emilio,Maldonado,CE,359150342,1986-03-27,2025-07-23 00:56:57,BAS,735.0,Bogotá,Cundinamarca,Activo,App
CLI_005957,Alejandra,Cardenas,CE,712376940,1985-12-30,2025-09-29 13:53:35,STD,637.0,Lima,Lima,Activo,App
CLI_005958,Renato,Arias,DNI,300088459,1958-07-10,2026-01-17 13:49:35,BAS,710.0,Santiago,Metropolitana,Activo,Campaña
CLI_005959,Elisa,Esparza,DNI,308450453,1998-02-17,2025-08-08 06:40:29,BAS,605.0,Ciudad de México,CDMX,Activo,Web
CLI_005960,Hugo,Quintero,CE,493685123,1962-05-10,2026-03-25 20:10:28,PRM,850.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005961,José Manuél,Rodríguez,CC,354127566,1977-05-12,2025-12-23 00:46:48,STD,568.0,Santiago,Metropolitana,Activo,Web
CLI_005962,María,Castro,CC,215612179,1996-11-01,2025-10-14 18:16:20,BAS,850.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005963,Héctor,Aguilar,CE,631752424,1968-12-20,2025-07-21 17:05:42,BAS,653.0,Santiago,Metropolitana,Activo,Referido
CLI_005964,Lucía,Londoño,DNI,448282160,1975-10-07,2025-11-08 21:05:50,STD,512.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005965,Alexander,Benavides,DNI,367442339,1993-01-13,2026-04-06 05:07:42,BAS,,Bogotá,Cundinamarca,Activo,Referido
CLI_005966,Rodolfo,Martínez,CC,431133748,1964-11-16,2025-06-01 13:42:04,STD,662.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005967,Jaime,Aponte,CE,916406974,1998-04-10,2026-02-25 16:08:33,STD,735.0,Lima,Lima,Activo,Campaña
CLI_005968,José,Rendón,DNI,159537600,1963-09-12,2025-10-19 21:06:25,STD,772.0,Ciudad de México,CDMX,Activo,Referido
CLI_005969,José Luis,Terán,CC,475167115,1994-12-27,2025-07-03 11:06:24,STD,683.0,Lima,Lima,Activo,Web
CLI_005970,Rosa,Serrano,CE,966919149,1981-03-15,2025-09-02 17:06:21,PRM,590.0,Buenos Aires,CABA,Activo,Web
CLI_005971,Javier,Pineda,DNI,35153486,2005-08-14,2025-07-16 13:07:13,PRM,747.0,Santiago,Metropolitana,Activo,Campaña
CLI_005972,Eugenia,Hoyos,CC,908035225,1993-11-14,2026-04-20 13:00:15,STD,650.0,Santiago,Metropolitana,Activo,Web
CLI_005973,Tatiana,Sánchez,CC,593226844,2008-04-30,2026-03-29 09:07:05,STD,718.0,Lima,Lima,Inactivo,App
CLI_005974,José Eduardo,Madrigal,CC,631461678,1952-03-03,2026-02-02 14:07:07,BAS,434.0,Santiago,Metropolitana,Inactivo,Campaña
CLI_005975,Aleida,Valencia,CE,129779283,2007-03-01,2025-07-14 06:37:26,PRM,694.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005976,Nadia,Castellanos,CC,475429658,2002-01-27,2025-07-18 06:51:39,STD,586.0,Bogotá,Cundinamarca,Activo,Referido
CLI_005977,Hermelinda,Cardona,CC,504051334,1994-10-05,2026-01-10 18:23:12,STD,815.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_005978,Luisa,Sánchez,CC,648256069,1993-11-03,2025-11-20 01:39:58,STD,712.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005979,Nadia,Báez,CE,732735257,2002-11-01,2025-06-13 12:51:59,BAS,673.0,Buenos Aires,CABA,Activo,Campaña
CLI_005980,Marlén,Saldivar,CC,659706402,1989-01-18,2026-04-18 07:54:05,PRM,698.0,Ciudad de México,CDMX,Activo,App
CLI_005981,María,Caraballo,DNI,565206377,1966-01-26,2025-12-17 06:34:59,BAS,550.0,Santiago,Metropolitana,Activo,Web
CLI_005982,María,Fernández,CE,677568122,1956-02-02,2025-09-08 09:46:06,BAS,812.0,Santiago,Metropolitana,Activo,Campaña
CLI_005983,Judith,Romero,CE,282339182,1996-12-06,2025-12-26 21:30:40,PRM,849.0,Ciudad de México,CDMX,Activo,Web
CLI_005984,Johanna,Sandoval,DNI,775609648,1999-04-26,2025-06-05 17:48:25,BAS,689.0,Bogotá,Cundinamarca,Activo,Referido
CLI_005985,Janneth,Cáceres,CE,27131921,2000-11-01,2025-12-07 13:40:22,BAS,809.0,Buenos Aires,CABA,Bloqueado,Web
CLI_005986,Nicolás,Guzmán,DNI,716380131,1989-11-11,2025-10-28 09:08:42,BAS,593.0,Ciudad de México,CDMX,Activo,Campaña
CLI_005987,Martha,Morales,CC,307451598,1970-07-30,2025-11-21 05:44:46,BAS,570.0,Buenos Aires,CABA,Activo,Web
CLI_005988,Lucía,Velásquez,CE,664044186,1989-09-15,2025-09-23 02:11:34,STD,654.0,Santiago,Metropolitana,Activo,App
CLI_005989,Lucía,Oquendo,CE,860539611,2007-04-13,2026-02-04 19:52:25,BAS,693.0,Bogotá,Cundinamarca,Activo,Web
CLI_005990,Jacinto,Álvarez,DNI,123637119,1974-01-17,2026-02-13 20:05:31,BAS,610.0,Ciudad de México,CDMX,Activo,Web
CLI_005991,Estefanía,Villagómez,CC,136875588,1957-03-07,2025-11-30 05:06:26,PRM,703.0,Bogotá,Cundinamarca,Activo,App
CLI_005992,Eduardo,Ibarra,DNI,269103450,1974-07-05,2025-10-20 14:06:55,BAS,680.0,Bogotá,Cundinamarca,Activo,App
CLI_005993,José Luis,Calderón,DNI,61710291,2004-06-04,2025-06-11 05:26:37,BAS,550.0,Santiago,Metropolitana,Activo,Referido
CLI_005994,Clemente,Rentería,DNI,874802410,1984-11-03,2026-01-19 09:43:35,STD,701.0,Lima,Lima,Activo,Web
CLI_005995,Luis,Murillo,CE,610999780,1999-06-21,2026-01-26 07:39:16,STD,736.0,Ciudad de México,CDMX,Activo,App
CLI_005996,Jairo,Vázquez,CE,857833449,1980-11-26,2026-01-28 15:47:23,STD,667.0,Ciudad de México,CDMX,Activo,App
CLI_005997,Javier,Saldaña,DNI,63665959,2004-05-05,2026-01-29 04:39:40,STD,765.0,Santiago,Metropolitana,Activo,App
CLI_005998,Julio,Dueñas,CE,933563008,1965-06-29,2026-05-13 15:04:00,BAS,528.0,Lima,Lima,Activo,Campaña
CLI_005999,Luisa,Hernández,CC,522075340,1997-08-13,2026-05-05 07:07:04,STD,696.0,Bogotá,Cundinamarca,Activo,Referido
CLI_006000,Maximiliano,Parra,CE,63851349,2005-01-06,2025-08-03 09:03:42,STD,532.0,Santiago,Metropolitana,Activo,Referido
CLI_006001,Adriana,Zelaya,CE,679022935,1956-10-31,2026-01-02 07:06:51,STD,538.0,Bogotá,Cundinamarca,Activo,Referido
CLI_006002,Olga,Soria,CC,45950808,1983-07-09,2026-02-28 11:59:25,BAS,586.0,Lima,Lima,Activo,Referido
CLI_006003,Julia,Peres,CE,109175081,1989-02-15,2025-06-26 01:11:03,BAS,555.0,Buenos Aires,CABA,Activo,Campaña
CLI_006004,Liliana,Montero,DNI,336148248,1960-07-01,2025-08-09 03:45:48,STD,595.0,Lima,Lima,Activo,Referido
CLI_006005,Jackeline,Giraldo,CE,643288594,1977-09-15,2026-02-06 14:20:00,PRM,628.0,Buenos Aires,CABA,Activo,Web
CLI_006006,Francisco,Lugo,DNI,624812560,1960-01-22,2025-08-10 08:26:15,BAS,733.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_006007,Esteban,Rodarte,CC,165609950,1999-01-12,2025-08-30 06:10:31,BAS,617.0,Buenos Aires,CABA,Activo,Campaña
CLI_006008,Homero,Rael,CE,923039101,1951-06-29,2025-06-22 07:22:46,STD,491.0,Buenos Aires,CABA,Activo,Web
CLI_006009,Adriana,Hernández,DNI,408069345,2000-08-01,2025-08-31 04:23:00,BAS,764.0,Lima,Lima,Activo,Referido
CLI_006010,Ana,Alcántar,CC,571124146,1996-01-26,2025-12-27 00:27:58,STD,566.0,Bogotá,Cundinamarca,Activo,Referido
CLI_006011,Luis Miguel,Mora,CE,656414473,1998-11-03,2026-02-07 15:22:02,BAS,644.0,Santiago,Metropolitana,Activo,Referido
CLI_006012,Ramiro,Ramírez,DNI,595905145,2006-06-26,2026-05-04 21:52:23,STD,694.0,Ciudad de México,CDMX,Activo,Referido
CLI_006013,Vanesa,Sandoval,CC,515251738,1991-08-11,2026-04-10 00:19:17,BAS,669.0,Ciudad de México,CDMX,Activo,Web
CLI_006014,Enrique,Salazar,CE,353185548,1977-06-26,2026-01-23 19:41:17,PRM,759.0,Bogotá,Cundinamarca,Activo,Web
CLI_006015,Yeimy,Gurule,CC,309316312,1963-09-04,2026-02-20 15:22:07,BAS,697.0,Ciudad de México,CDMX,Activo,App
CLI_006016,Carlos,Quintero,DNI,528137724,1974-06-10,2026-03-14 21:46:02,STD,563.0,Lima,Lima,Activo,Referido
CLI_006017,David,Zaragoza,CE,221825865,1962-01-30,2025-11-17 18:45:59,PRM,850.0,Bogotá,Cundinamarca,Activo,App
CLI_006018,Espartaco,Morales,CE,783557278,2007-09-20,2025-11-11 05:38:15,STD,669.0,Lima,Lima,Bloqueado,Referido
CLI_006019,Yeni,Fernández,CE,54739762,1987-02-17,2026-03-31 16:04:30,BAS,635.0,Buenos Aires,CABA,Activo,Web
CLI_006020,Carmen,Cantillo,DNI,382909424,1991-08-18,2025-12-19 17:04:56,STD,746.0,Lima,Lima,Activo,Web
CLI_006021,Rodolfo,Gómez,CC,832650057,1974-06-19,2026-05-03 19:44:11,BAS,674.0,Santiago,Metropolitana,Activo,Referido
CLI_006022,José,Reyes,DNI,243630904,1953-07-31,2026-05-04 11:02:58,BAS,689.0,Santiago,Metropolitana,Activo,Referido
CLI_006023,Sofía,Miranda,CE,164195146,1957-09-19,2025-10-15 17:26:20,STD,850.0,Ciudad de México,CDMX,Inactivo,App
CLI_006024,Mónica,Pérez,CC,78200042,1996-07-23,2025-11-06 17:59:53,BAS,622.0,Lima,Lima,Activo,Web
CLI_006025,Abigail,Menchaca,CC,907159394,1979-11-13,2026-02-02 23:06:59,BAS,618.0,Bogotá,Cundinamarca,Activo,Referido
CLI_006026,Mayra,Ortiz,CE,822951102,1966-06-17,2026-05-30 23:26:32,BAS,661.0,Santiago,Metropolitana,Activo,Campaña
CLI_006027,Lucas,Mendoza,CC,481996299,1964-09-10,2025-08-22 03:43:58,ELT,757.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_006028,Cecilia,González,CC,553181815,1958-05-28,2025-06-04 01:38:48,BAS,499.0,Lima,Lima,Inactivo,App
CLI_006029,César,Londoño,DNI,850547842,1988-07-01,2026-04-06 22:46:41,STD,453.0,Ciudad de México,CDMX,Bloqueado,Campaña
CLI_006030,Liliana,Mena,DNI,812894436,1984-01-31,2026-04-08 02:20:44,BAS,591.0,Santiago,Metropolitana,Activo,Campaña
CLI_006031,Wilson,Granados,CE,366670446,1976-12-26,2026-04-04 14:54:34,BAS,486.0,Lima,Lima,Activo,Campaña
CLI_006032,María,Verduzco,CC,591594661,1970-04-30,2025-07-31 01:47:19,PRM,607.0,Ciudad de México,CDMX,Activo,Referido
CLI_006033,Óscar,Delgado,DNI,298651416,1990-11-15,2026-03-27 15:55:51,STD,700.0,Lima,Lima,Activo,Campaña
CLI_006034,Jean,Olivera,CE,90715074,2005-04-17,2025-07-18 09:20:42,STD,560.0,Bogotá,Cundinamarca,Activo,Campaña
CLI_006035,Andrea,Gómez,DNI,646322346,2003-12-30,2025-06-18 05:30:30,STD,507.0,Santiago,Metropolitana,Activo,Referido
CLI_006036,Enrique,Gómez,DNI,921510918,1956-07-28,2025-10-10 23:48:37,STD,656.0,Santiago,Metropolitana,Activo,Web
CLI_006037,Marcela,Anaya,CC,635148168,1981-06-12,2026-01-26 08:49:29,STD,736.0,Santiago,Metropolitana,Activo,App
CLI_006038,Paulina,Barrera,DNI,410781765,2004-02-26,2025-09-27 21:19:41,STD,480.0,Santiago,Metropolitana,Activo,App
CLI_006039,Rosalba,Osorio,DNI,214709813,1951-01-30,2026-03-19 08:22:19,STD,732.0,Santiago,Metropolitana,Activo,Referido
